material_id,formula,cif,band_gap,formation_energy_per_atom,e_above_hull,a,b,c,alpha,beta,gamma,density,coor_number,n_atom,spacegroup,crystal_system
mp-504783,Np2S3,"# generated using pymatgen
data_Np2S3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.87566800
_cell_length_b   10.34505300
_cell_length_c   10.52615100
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Np2S3
_chemical_formula_sum   'Np8 S12'
_cell_volume   422.03540209
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Np  Np0  1  0.25000000  0.31660900  0.99249000  1
  Np  Np1  1  0.75000000  0.68339100  0.00751000  1
  Np  Np2  1  0.75000000  0.81660900  0.50751000  1
  Np  Np3  1  0.25000000  0.18339100  0.49249000  1
  Np  Np4  1  0.25000000  0.50790600  0.31341000  1
  Np  Np5  1  0.75000000  0.49209400  0.68659000  1
  Np  Np6  1  0.75000000  0.00790600  0.18659000  1
  Np  Np7  1  0.25000000  0.99209400  0.81341000  1
  S  S8  1  0.25000000  0.86907500  0.05102700  1
  S  S9  1  0.75000000  0.13092500  0.94897300  1
  S  S10  1  0.75000000  0.36907500  0.44897300  1
  S  S11  1  0.25000000  0.63092500  0.55102700  1
  S  S12  1  0.25000000  0.55502100  0.87517000  1
  S  S13  1  0.75000000  0.44497900  0.12483000  1
  S  S14  1  0.75000000  0.05502100  0.62483000  1
  S  S15  1  0.25000000  0.94497900  0.37517000  1
  S  S16  1  0.25000000  0.20296400  0.22845700  1
  S  S17  1  0.75000000  0.79703600  0.77154300  1
  S  S18  1  0.75000000  0.70296400  0.27154300  1
  S  S19  1  0.25000000  0.29703600  0.72845700  1
",0.0,-1.776432123,0.0,3.875668,10.345053,10.526151,90.0,90.0,90.0,8.973949278956374,6.0,20,62,3
mp-1113055,Cs2KBiI6,"# generated using pymatgen
data_Cs2KBiI6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   9.14944273
_cell_length_b   9.14944273
_cell_length_c   9.14944273
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cs2KBiI6
_chemical_formula_sum   'Cs2 K1 Bi1 I6'
_cell_volume   541.58787353
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.75000000  0.75000000  0.75000000  1
  Cs  Cs1  1  0.25000000  0.25000000  0.25000000  1
  K  K2  1  0.50000000  0.50000000  0.50000000  1
  Bi  Bi3  1  0.00000000  0.00000000  0.00000000  1
  I  I4  1  0.76168900  0.23831100  0.23831100  1
  I  I5  1  0.23831100  0.23831100  0.76168900  1
  I  I6  1  0.23831100  0.76168900  0.76168900  1
  I  I7  1  0.23831100  0.76168900  0.23831100  1
  I  I8  1  0.76168900  0.23831100  0.76168900  1
  I  I9  1  0.76168900  0.76168900  0.23831100  1
",2.6824,-1.319176827,0.040623258,9.14944273,9.14944273,9.14944273,59.99999999999999,59.99999999999999,60.00000000000001,3.9101923233946247,4.8,10,225,6
mp-1225295,Dy2ZnCuSi2,"# generated using pymatgen
data_Dy2ZnCuSi2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.01482200
_cell_length_b   4.07458701
_cell_length_c   7.05699106
_cell_angle_alpha   90.07890010
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Dy2ZnCuSi2
_chemical_formula_sum   'Dy2 Zn1 Cu1 Si2'
_cell_volume   115.44338368
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Dy  Dy0  1  0.00000000  0.99998800  0.00339300  1
  Dy  Dy1  1  0.00000000  0.49991100  0.49655000  1
  Zn  Zn2  1  0.50000000  0.50022600  0.83513800  1
  Cu  Cu3  1  0.50000000  0.00013900  0.33228900  1
  Si  Si4  1  0.50000000  0.49977300  0.17279500  1
  Si  Si5  1  0.50000000  0.99976300  0.65983500  1
",0.0,-0.614661528,0.011235563,4.014822,4.07458701,7.05699106,90.0789001,90.0,90.0,7.337658736952471,10.0,6,25,3
mp-1224054,Ho4Cu5P7,"# generated using pymatgen
data_Ho4Cu5P7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   10.26611262
_cell_length_b   10.26611262
_cell_length_c   10.26611262
_cell_angle_alpha   150.24344167
_cell_angle_beta   150.24344167
_cell_angle_gamma   42.58417430
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ho4Cu5P7
_chemical_formula_sum   'Ho4 Cu5 P7'
_cell_volume   265.85810638
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ho  Ho0  1  0.62462500  0.14426100  0.00000000  1
  Ho  Ho1  1  0.14426100  0.62462500  0.00000000  1
  Ho  Ho2  1  0.37537500  0.37537500  0.51963700  1
  Ho  Ho3  1  0.85573900  0.85573900  0.48036300  1
  Cu  Cu4  1  0.74973000  0.74973000  0.00000000  1
  Cu  Cu5  1  0.25027000  0.25027000  0.00000000  1
  Cu  Cu6  1  0.25000000  0.75000000  0.50000000  1
  Cu  Cu7  1  0.75000000  0.25000000  0.50000000  1
  Cu  Cu8  1  0.00000000  0.00000000  0.00000000  1
  P  P9  1  0.41618200  0.92500700  0.00000000  1
  P  P10  1  0.92500700  0.41618200  0.00000000  1
  P  P11  1  0.58381800  0.58381800  0.50882500  1
  P  P12  1  0.07499300  0.07499300  0.49117500  1
  P  P13  1  0.50000000  0.50000000  0.00000000  1
  P  P14  1  0.50000000  0.00000000  0.50000000  1
  P  P15  1  0.00000000  0.50000000  0.50000000  1
",0.0,-0.808266958,0.04624898,10.26611262,10.26611262,10.26611262,150.24344167,150.24344167,42.5841743,7.459347609786596,7.0,16,121,4
mp-1184074,DyTmRu2,"# generated using pymatgen
data_DyTmRu2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.77722897
_cell_length_b   4.77722897
_cell_length_c   4.77722897
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   DyTmRu2
_chemical_formula_sum   'Dy1 Tm1 Ru2'
_cell_volume   77.09268542
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Dy  Dy0  1  0.50000000  0.50000000  0.50000000  1
  Tm  Tm1  1  0.00000000  0.00000000  0.00000000  1
  Ru  Ru2  1  0.25000000  0.25000000  0.25000000  1
  Ru  Ru3  1  0.75000000  0.75000000  0.75000000  1
",0.0,-0.371505417,0.003211937,4.77722897,4.77722897,4.77722897,59.99999999999999,59.99999999999999,59.99999999999999,11.492929786767624,8.0,4,225,6
mp-672371,Ni3Sb,"# generated using pymatgen
data_Ni3Sb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.25790300
_cell_length_b   4.53196700
_cell_length_c   5.32646400
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ni3Sb
_chemical_formula_sum   'Ni6 Sb2'
_cell_volume   102.78304942
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ni  Ni0  1  0.50000000  0.17002900  0.75011300  1
  Ni  Ni1  1  0.50000000  0.17002900  0.24988700  1
  Ni  Ni2  1  0.00000000  0.82997100  0.74988700  1
  Ni  Ni3  1  0.00000000  0.82997100  0.25011300  1
  Ni  Ni4  1  0.00000000  0.31951600  0.50000000  1
  Ni  Ni5  1  0.50000000  0.68048400  0.00000000  1
  Sb  Sb6  1  0.50000000  0.67763200  0.50000000  1
  Sb  Sb7  1  0.00000000  0.32236800  0.00000000  1
",0.0,-0.196140576,0.000764759,4.257903,4.531967,5.326464,90.0,90.0,90.0,9.623674146355432,12.0,8,59,3
mp-1217125,Ti4GaC3,"# generated using pymatgen
data_Ti4GaC3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.08717527
_cell_length_b   3.08717527
_cell_length_c   23.24461800
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.99998437
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ti4GaC3
_chemical_formula_sum   'Ti8 Ga2 C6'
_cell_volume   191.85613314
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.00000000  0.00000000  0.34474900  1
  Ti  Ti1  1  0.00000000  0.00000000  0.65525100  1
  Ti  Ti2  1  0.00000000  0.00000000  0.84474900  1
  Ti  Ti3  1  0.00000000  0.00000000  0.15525100  1
  Ti  Ti4  1  0.33333300  0.66666700  0.44831800  1
  Ti  Ti5  1  0.66666700  0.33333300  0.55168200  1
  Ti  Ti6  1  0.66666700  0.33333300  0.94831800  1
  Ti  Ti7  1  0.33333300  0.66666700  0.05168200  1
  Ga  Ga8  1  0.33333300  0.66666700  0.25000000  1
  Ga  Ga9  1  0.66666700  0.33333300  0.75000000  1
  C  C10  1  0.00000000  0.00000000  0.50000000  1
  C  C11  1  0.00000000  0.00000000  0.00000000  1
  C  C12  1  0.66666700  0.33333300  0.39061200  1
  C  C13  1  0.33333300  0.66666700  0.60938800  1
  C  C14  1  0.33333300  0.66666700  0.89061200  1
  C  C15  1  0.66666700  0.33333300  0.10938800  1
",0.0,-0.806850026,0.0,3.08717527,3.08717527,23.244618,90.0,90.0,119.99998437000002,5.145006951083244,5.25,16,194,5
mp-1225552,DyMnFe,"# generated using pymatgen
data_DyMnFe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.13996060
_cell_length_b   5.13996060
_cell_length_c   5.13996060
_cell_angle_alpha   120.73867755
_cell_angle_beta   119.11118191
_cell_angle_gamma   90.13584024
_symmetry_Int_Tables_number   1
_chemical_formula_structural   DyMnFe
_chemical_formula_sum   'Dy2 Mn2 Fe2'
_cell_volume   96.10508260
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Dy  Dy0  1  0.12624700  0.87624700  0.25000000  1
  Dy  Dy1  1  0.87375300  0.12375300  0.75000000  1
  Mn  Mn2  1  0.50000000  0.50000000  0.00000000  1
  Mn  Mn3  1  0.00000000  0.50000000  0.50000000  1
  Fe  Fe4  1  0.50000000  0.50000000  0.50000000  1
  Fe  Fe5  1  0.50000000  0.00000000  0.00000000  1
",0.0,0.028961259,0.069672336,5.1399606,5.1399606,5.1399606,120.73867755000002,119.11118191,90.13584023999998,9.44377053390374,13.333333333333334,6,74,3
mp-13038,Dy2C(NO)2,"# generated using pymatgen
data_Dy2C(NO)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.73688582
_cell_length_b   3.73688582
_cell_length_c   8.20137600
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.99999683
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Dy2C(NO)2
_chemical_formula_sum   'Dy2 C1 N2 O2'
_cell_volume   99.18295088
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Dy  Dy0  1  0.66666700  0.33333300  0.82294800  1
  Dy  Dy1  1  0.33333300  0.66666700  0.17705200  1
  C  C2  1  0.00000000  0.00000000  0.50000000  1
  N  N3  1  0.00000000  0.00000000  0.65071300  1
  N  N4  1  0.00000000  0.00000000  0.34928700  1
  O  O5  1  0.33333300  0.66666700  0.89719100  1
  O  O6  1  0.66666700  0.33333300  0.10280900  1
",3.9838,-2.493368809,0.0,3.73688582,3.73688582,8.201376,90.0,90.0,119.99999683,6.647029859263942,4.571428571428571,7,164,1
mp-1277762,SrLaCoO4,"# generated using pymatgen
data_SrLaCoO4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.86865709
_cell_length_b   7.70154707
_cell_length_c   6.94108757
_cell_angle_alpha   106.11235543
_cell_angle_beta   106.19921996
_cell_angle_gamma   90.01056084
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SrLaCoO4
_chemical_formula_sum   'Sr2 La2 Co2 O8'
_cell_volume   190.11922376
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  1  0.64114900  0.32244700  0.28252100  1
  Sr  Sr1  1  0.64350000  0.81990700  0.28694400  1
  La  La2  1  0.35833800  0.67378700  0.71648500  1
  La  La3  1  0.35718000  0.18422800  0.71455900  1
  Co  Co4  1  0.00255900  0.00132000  0.00512300  1
  Co  Co5  1  0.00667400  0.50318000  0.01326400  1
  O  O6  1  0.83052300  0.41492400  0.66109300  1
  O  O7  1  0.83604700  0.91806500  0.67146500  1
  O  O8  1  0.17446900  0.58731100  0.34896100  1
  O  O9  1  0.17183300  0.08605200  0.34449300  1
  O  O10  1  0.49039600  0.49523800  0.98069600  1
  O  O11  1  0.49667400  0.99817300  0.99326300  1
  O  O12  1  0.99576900  0.74300000  0.99121400  1
  O  O13  1  0.99489000  0.25236700  0.98992000  1
",0.1275,-2.739593449,0.028272374,3.86865709,7.70154707,6.94108757,106.11235543,106.19921996,90.01056084,6.104440871331578,6.857142857142857,14,8,2
mp-865470,Ac2CuSn,"# generated using pymatgen
data_Ac2CuSn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.62028834
_cell_length_b   5.62028834
_cell_length_c   5.62028834
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ac2CuSn
_chemical_formula_sum   'Ac2 Cu1 Sn1'
_cell_volume   125.53383421
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ac  Ac0  1  0.75000000  0.75000000  0.75000000  1
  Ac  Ac1  1  0.25000000  0.25000000  0.25000000  1
  Cu  Cu2  1  0.50000000  0.50000000  0.50000000  1
  Sn  Sn3  1  0.00000000  0.00000000  0.00000000  1
",0.0,-0.343934052,0.0,5.62028834,5.62028834,5.62028834,59.99999999999999,59.99999999999999,59.99999999999999,8.416280383796312,8.0,4,225,6
mp-981541,TmLuRh2,"# generated using pymatgen
data_TmLuRh2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.77488562
_cell_length_b   4.77488562
_cell_length_c   4.77488562
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TmLuRh2
_chemical_formula_sum   'Tm1 Lu1 Rh2'
_cell_volume   76.97929332
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tm  Tm0  1  0.00000000  0.00000000  0.00000000  1
  Lu  Lu1  1  0.50000000  0.50000000  0.50000000  1
  Rh  Rh2  1  0.25000000  0.25000000  0.25000000  1
  Rh  Rh3  1  0.75000000  0.75000000  0.75000000  1
",0.0,-0.995457484,0.009679153,4.77488562,4.77488562,4.77488562,59.99999999999999,59.99999999999999,59.99999999999999,11.85797582323456,8.0,4,225,6
mp-760952,V3O5F,"# generated using pymatgen
data_V3O5F
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.52305300
_cell_length_b   5.54126555
_cell_length_c   7.09795413
_cell_angle_alpha   72.68522388
_cell_angle_beta   72.55067448
_cell_angle_gamma   74.68904025
_symmetry_Int_Tables_number   1
_chemical_formula_structural   V3O5F
_chemical_formula_sum   'V6 O10 F2'
_cell_volume   194.16467819
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.35131800  0.34607900  0.15116000  1
  V  V1  1  0.62647500  0.70798700  0.33422300  1
  V  V2  1  0.37352500  0.29201300  0.66577700  1
  V  V3  1  0.64868200  0.65392100  0.84884000  1
  V  V4  1  0.00000000  0.00000000  0.50000000  1
  V  V5  1  0.00000000  0.00000000  0.00000000  1
  O  O6  1  0.36349100  0.98149600  0.32732600  1
  O  O7  1  0.76672900  0.76123600  0.04089900  1
  O  O8  1  0.43568500  0.43959700  0.36907500  1
  O  O9  1  0.10363300  0.10382400  0.70192200  1
  O  O10  1  0.89636700  0.89617600  0.29807800  1
  O  O11  1  0.23327100  0.23876400  0.95910100  1
  O  O12  1  0.56431500  0.56040300  0.63092500  1
  O  O13  1  0.29501200  0.71002500  0.99900200  1
  O  O14  1  0.63650900  0.01850400  0.67267400  1
  O  O15  1  0.70498800  0.28997500  0.00099800  1
  F  F16  1  0.02651500  0.62745600  0.67483400  1
  F  F17  1  0.97348500  0.37254400  0.32516600  1
",0.4873,-2.588783671,0.018194628,5.523052999999999,5.54126555,7.09795413,72.68522388,72.55067448,74.68904025,4.307238483884837,4.0,18,2,0
mp-755972,Li3(NiO2)4,"# generated using pymatgen
data_Li3(NiO2)4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.61196941
_cell_length_b   5.81709764
_cell_length_c   5.80219194
_cell_angle_alpha   119.62333297
_cell_angle_beta   89.99830636
_cell_angle_gamma   118.83684008
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li3(NiO2)4
_chemical_formula_sum   'Li3 Ni4 O8'
_cell_volume   136.98966553
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.00000000  0.50000000  0.50000000  1
  Li  Li1  1  0.00000000  0.00000000  0.50000000  1
  Li  Li2  1  0.50000000  0.00000000  0.50000000  1
  Ni  Ni3  1  0.00000000  0.00000100  0.99999900  1
  Ni  Ni4  1  0.50000000  0.00000100  0.99999900  1
  Ni  Ni5  1  0.99999900  0.49999800  0.00000000  1
  Ni  Ni6  1  0.50000100  0.50000000  0.00000100  1
  O  O7  1  0.24744900  0.99488900  0.77860300  1
  O  O8  1  0.75255100  0.00511100  0.22139700  1
  O  O9  1  0.77669900  0.05344600  0.79426200  1
  O  O10  1  0.22330200  0.94655400  0.20573800  1
  O  O11  1  0.24466700  0.49834300  0.78027900  1
  O  O12  1  0.24630900  0.50162400  0.21970400  1
  O  O13  1  0.75369000  0.49837600  0.78029600  1
  O  O14  1  0.75533300  0.50165700  0.21972000  1
",0.2504,-1.35772729,0.011882561,5.61196941,5.81709764,5.80219194,119.62333297,89.99830636,118.83684008,4.649760748065761,5.6,15,12,2
mp-757118,LiMn2F6,"# generated using pymatgen
data_LiMn2F6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.73814400
_cell_length_b   4.73814400
_cell_length_c   9.60560600
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiMn2F6
_chemical_formula_sum   'Li2 Mn4 F12'
_cell_volume   215.64593697
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.00000000  0.00000000  0.00000000  1
  Li  Li1  1  0.50000000  0.50000000  0.50000000  1
  Mn  Mn2  1  0.50000000  0.50000000  0.16591700  1
  Mn  Mn3  1  0.00000000  0.00000000  0.33408300  1
  Mn  Mn4  1  0.00000000  0.00000000  0.66591700  1
  Mn  Mn5  1  0.50000000  0.50000000  0.83408300  1
  F  F6  1  0.30325900  0.69674100  0.00000000  1
  F  F7  1  0.20260700  0.20260700  0.16733400  1
  F  F8  1  0.79739300  0.79739300  0.16733400  1
  F  F9  1  0.29739300  0.70260700  0.33266600  1
  F  F10  1  0.70260700  0.29739300  0.33266600  1
  F  F11  1  0.19674100  0.19674100  0.50000000  1
  F  F12  1  0.80325900  0.80325900  0.50000000  1
  F  F13  1  0.29739300  0.70260700  0.66733400  1
  F  F14  1  0.70260700  0.29739300  0.66733400  1
  F  F15  1  0.20260700  0.20260700  0.83266600  1
  F  F16  1  0.79739300  0.79739300  0.83266600  1
  F  F17  1  0.69674100  0.30325900  0.00000000  1
",0.0,-2.92206369,0.024449572,4.738144,4.738144,9.605606,90.0,90.0,90.0,3.5545755350399446,4.0,18,136,4
mp-349,Yb3Si5,"# generated using pymatgen
data_Yb3Si5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.90922889
_cell_length_b   6.90922889
_cell_length_c   4.23870800
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000855
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Yb3Si5
_chemical_formula_sum   'Yb3 Si5'
_cell_volume   175.23596915
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Yb  Yb0  1  0.00000000  0.66406700  0.00000000  1
  Yb  Yb1  1  0.33593300  0.33593300  0.00000000  1
  Yb  Yb2  1  0.66406700  0.00000000  0.00000000  1
  Si  Si3  1  0.66666700  0.33333300  0.50000000  1
  Si  Si4  1  0.33333300  0.66666700  0.50000000  1
  Si  Si5  1  0.00000000  0.31773400  0.50000000  1
  Si  Si6  1  0.31773400  0.00000000  0.50000000  1
  Si  Si7  1  0.68226600  0.68226600  0.50000000  1
",0.0,-0.369858354,0.039742813,6.90922889,6.90922889,4.238708,90.0,90.0,120.00000855000002,6.249883493455823,9.0,8,189,5
