material_id,formula,cif,band_gap,formation_energy_per_atom,e_above_hull,a,b,c,alpha,beta,gamma,density,coor_number,n_atom,spacegroup,crystal_system
mp-1623,ErS,"# generated using pymatgen
data_ErS
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.86385773
_cell_length_b   3.86385773
_cell_length_c   3.86385773
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ErS
_chemical_formula_sum   'Er1 S1'
_cell_volume   40.78950003
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Er  Er0  1  0.00000000  0.00000000  0.00000000  1
  S  S1  1  0.50000000  0.50000000  0.50000000  1
",0.0,-2.201832102,0.0,3.86385773,3.86385773,3.86385773,59.99999999999999,59.99999999999999,60.00000000000001,8.114472788679386,6.0,2,225,6
mp-1102023,HgPt2Se3,"# generated using pymatgen
data_HgPt2Se3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.55588307
_cell_length_b   7.55588307
_cell_length_c   5.50448900
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000940
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HgPt2Se3
_chemical_formula_sum   'Hg2 Pt4 Se6'
_cell_volume   272.15608946
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Hg  Hg0  1  0.33333300  0.66666700  0.65437400  1
  Hg  Hg1  1  0.66666700  0.33333300  0.34562600  1
  Pt  Pt2  1  0.00000000  0.00000000  0.00000000  1
  Pt  Pt3  1  0.50000000  0.50000000  0.00000000  1
  Pt  Pt4  1  0.00000000  0.50000000  0.00000000  1
  Pt  Pt5  1  0.50000000  0.00000000  0.00000000  1
  Se  Se6  1  0.82875500  0.65751000  0.77165000  1
  Se  Se7  1  0.82875500  0.17124500  0.77165000  1
  Se  Se8  1  0.34249000  0.17124500  0.77165000  1
  Se  Se9  1  0.17124500  0.34249000  0.22835000  1
  Se  Se10  1  0.17124500  0.82875500  0.22835000  1
  Se  Se11  1  0.65751000  0.82875500  0.22835000  1
",0.0,-0.586258359,0.0,7.55588307,7.55588307,5.504489,90.0,90.0,120.0000094,10.09953689515214,5.0,12,164,1
mp-559092,ScF3,"# generated using pymatgen
data_ScF3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.06874930
_cell_length_b   4.06874930
_cell_length_c   4.06874936
_cell_angle_alpha   89.82847603
_cell_angle_beta   89.82847603
_cell_angle_gamma   89.82849338
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ScF3
_chemical_formula_sum   'Sc1 F3'
_cell_volume   67.35610630
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  0.00000000  0.00000000  0.00000000  1
  F  F1  1  0.01156600  0.50000000  0.98843400  1
  F  F2  1  0.98843400  0.01156600  0.50000000  1
  F  F3  1  0.50000000  0.98843400  0.01156600  1
",6.105,-4.296475641,0.00195583,4.0687493,4.0687493,4.06874936,89.82847603,89.82847603,89.82849338,2.5134145894448263,3.0,4,155,1
mp-1913,ErPt3,"# generated using pymatgen
data_ErPt3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.10293700
_cell_length_b   4.10293700
_cell_length_c   4.10293700
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ErPt3
_chemical_formula_sum   'Er1 Pt3'
_cell_volume   69.06921903
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Er  Er0  1  0.00000000  0.00000000  0.00000000  1
  Pt  Pt1  1  0.00000000  0.50000000  0.50000000  1
  Pt  Pt2  1  0.50000000  0.50000000  0.00000000  1
  Pt  Pt3  1  0.50000000  0.00000000  0.50000000  1
",0.0,-1.04260585,0.0,4.102937,4.102937,4.102937,90.0,90.0,90.0,18.091617814840088,6.0,4,221,6
mp-540757,V2CuO6,"# generated using pymatgen
data_V2CuO6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.02512203
_cell_length_b   5.02512203
_cell_length_c   6.66217237
_cell_angle_alpha   74.04811044
_cell_angle_beta   74.04811044
_cell_angle_gamma   41.65923783
_symmetry_Int_Tables_number   1
_chemical_formula_structural   V2CuO6
_chemical_formula_sum   'V2 Cu1 O6'
_cell_volume   106.88009279
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.79526000  0.79526000  0.16907400  1
  V  V1  1  0.20474000  0.20474000  0.83092600  1
  Cu  Cu2  1  0.00000000  0.00000000  0.50000000  1
  O  O3  1  0.95619400  0.95619400  0.24188900  1
  O  O4  1  0.04380600  0.04380600  0.75811100  1
  O  O5  1  0.65029700  0.65029700  0.39054700  1
  O  O6  1  0.34970300  0.34970300  0.60945300  1
  O  O7  1  0.70104600  0.70104600  0.92385000  1
  O  O8  1  0.29895400  0.29895400  0.07615000  1
",0.4566,-1.979166852,0.017260549,5.02512203,5.02512203,6.66217237,74.04811044,74.04811044,41.65923783,4.061627175804397,3.555555555555556,9,12,2
mp-1225447,ErPaO4,"# generated using pymatgen
data_ErPaO4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.79825300
_cell_length_b   3.79825300
_cell_length_c   5.35939700
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ErPaO4
_chemical_formula_sum   'Er1 Pa1 O4'
_cell_volume   77.31855125
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Er  Er0  1  0.00000000  0.00000000  0.00000000  1
  Pa  Pa1  1  0.50000000  0.50000000  0.50000000  1
  O  O2  1  0.50000000  0.00000000  0.74240300  1
  O  O3  1  0.00000000  0.50000000  0.25759700  1
  O  O4  1  0.50000000  0.00000000  0.25759700  1
  O  O5  1  0.00000000  0.50000000  0.74240300  1
",2.6787,-4.199185687,0.0,3.798253,3.798253,5.359397,90.0,90.0,90.0,9.92846749989617,5.333333333333333,6,123,4
mp-1212572,GdWC2,"# generated using pymatgen
data_GdWC2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.42153000
_cell_length_b   5.75991600
_cell_length_c   10.84743500
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   GdWC2
_chemical_formula_sum   'Gd4 W4 C8'
_cell_volume   213.77827018
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  0.25000000  0.58449400  0.86289500  1
  Gd  Gd1  1  0.75000000  0.41550600  0.13710500  1
  Gd  Gd2  1  0.75000000  0.91550600  0.36289500  1
  Gd  Gd3  1  0.25000000  0.08449400  0.63710500  1
  W  W4  1  0.25000000  0.90680400  0.11025300  1
  W  W5  1  0.75000000  0.09319600  0.88974700  1
  W  W6  1  0.75000000  0.59319600  0.61025300  1
  W  W7  1  0.25000000  0.40680400  0.38974700  1
  C  C8  1  0.25000000  0.66124200  0.24749400  1
  C  C9  1  0.75000000  0.33875800  0.75250600  1
  C  C10  1  0.75000000  0.83875800  0.74749400  1
  C  C11  1  0.25000000  0.16124200  0.25250600  1
  C  C12  1  0.25000000  0.71785400  0.51820100  1
  C  C13  1  0.75000000  0.28214600  0.48179900  1
  C  C14  1  0.75000000  0.78214600  0.01820100  1
  C  C15  1  0.25000000  0.21785400  0.98179900  1
",0.0,-0.241569438,0.0,3.42153,5.759916,10.847435,90.0,90.0,90.0,11.344122914738966,6.0,16,62,3
mp-16720,ThAl2,"# generated using pymatgen
data_ThAl2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.69797392
_cell_length_b   5.69797392
_cell_length_c   5.69797392
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ThAl2
_chemical_formula_sum   'Th2 Al4'
_cell_volume   130.81163509
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Th  Th0  1  0.75000000  0.75000000  0.75000000  1
  Th  Th1  1  0.50000000  0.50000000  0.50000000  1
  Al  Al2  1  0.12500000  0.12500000  0.62500000  1
  Al  Al3  1  0.12500000  0.62500000  0.12500000  1
  Al  Al4  1  0.12500000  0.12500000  0.12500000  1
  Al  Al5  1  0.62500000  0.12500000  0.12500000  1
",0.0,-0.4134851,0.034858333,5.69797392,5.69797392,5.69797392,59.99999999999999,59.99999999999999,59.99999999999999,7.261067592842951,13.333333333333334,6,227,6
mp-865237,Tm2ZnIr,"# generated using pymatgen
data_Tm2ZnIr
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.86114982
_cell_length_b   4.86114982
_cell_length_c   4.86114982
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Tm2ZnIr
_chemical_formula_sum   'Tm2 Zn1 Ir1'
_cell_volume   81.22730045
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tm  Tm0  1  0.25000000  0.25000000  0.25000000  1
  Tm  Tm1  1  0.75000000  0.75000000  0.75000000  1
  Zn  Zn2  1  0.00000000  0.00000000  0.00000000  1
  Ir  Ir3  1  0.50000000  0.50000000  0.50000000  1
",0.0,-0.691541728,0.01624018,4.86114982,4.8611498200000005,4.86114982,60.00000000000001,59.99999999999999,60.00000000000001,12.173761051427013,8.0,4,225,6
mp-631,TiC,"# generated using pymatgen
data_TiC
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.06576752
_cell_length_b   3.06576752
_cell_length_c   3.06576752
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiC
_chemical_formula_sum   'Ti1 C1'
_cell_volume   20.37523643
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.00000000  0.00000000  0.00000000  1
  C  C1  1  0.50000000  0.50000000  0.50000000  1
",0.0,-0.810004022,0.0,3.06576752,3.06576752,3.06576752,59.99999999999999,59.99999999999999,59.99999999999999,4.879907039114502,6.0,2,225,6
mp-22072,YbF3,"# generated using pymatgen
data_YbF3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.14281400
_cell_length_b   6.49728300
_cell_length_c   7.15615400
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   YbF3
_chemical_formula_sum   'Yb4 F12'
_cell_volume   192.62244750
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Yb  Yb0  1  0.93286700  0.61350700  0.75000000  1
  Yb  Yb1  1  0.43286700  0.88649300  0.25000000  1
  Yb  Yb2  1  0.56713300  0.11350700  0.75000000  1
  Yb  Yb3  1  0.06713300  0.38649300  0.25000000  1
  F  F4  1  0.07209400  0.96142800  0.75000000  1
  F  F5  1  0.57209400  0.53857200  0.25000000  1
  F  F6  1  0.42790600  0.46142800  0.75000000  1
  F  F7  1  0.92790600  0.03857200  0.25000000  1
  F  F8  1  0.38222900  0.18229700  0.05243100  1
  F  F9  1  0.88222900  0.31770300  0.94756900  1
  F  F10  1  0.11777100  0.68229700  0.44756900  1
  F  F11  1  0.61777100  0.81770300  0.55243100  1
  F  F12  1  0.61777100  0.81770300  0.94756900  1
  F  F13  1  0.11777100  0.68229700  0.05243100  1
  F  F14  1  0.88222900  0.31770300  0.55243100  1
  F  F15  1  0.38222900  0.18229700  0.44756900  1
",0.0,-3.415887847,0.0,4.142814,6.497283,7.156154,90.0,90.0,90.0,7.932252075334612,4.5,16,62,3
mp-1187771,Y2CuPt,"# generated using pymatgen
data_Y2CuPt
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.93145744
_cell_length_b   4.93145744
_cell_length_c   4.93145744
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Y2CuPt
_chemical_formula_sum   'Y2 Cu1 Pt1'
_cell_volume   84.80293269
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.75000000  0.75000000  0.75000000  1
  Y  Y1  1  0.25000000  0.25000000  0.25000000  1
  Cu  Cu2  1  0.00000000  0.00000000  0.00000000  1
  Pt  Pt3  1  0.50000000  0.50000000  0.50000000  1
",0.0,-0.748204276,0.011347116,4.93145744,4.93145744,4.93145744,59.99999999999999,59.99999999999999,59.99999999999999,8.546031040287147,8.0,4,225,6
mp-20083,ScCuSi,"# generated using pymatgen
data_ScCuSi
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.97553200
_cell_length_b   6.55710200
_cell_length_c   7.23739800
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ScCuSi
_chemical_formula_sum   'Sc4 Cu4 Si4'
_cell_volume   188.66426546
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  0.75000000  0.99076200  0.19468000  1
  Sc  Sc1  1  0.25000000  0.50923800  0.69468000  1
  Sc  Sc2  1  0.75000000  0.49076200  0.30532000  1
  Sc  Sc3  1  0.25000000  0.00923800  0.80532000  1
  Cu  Cu4  1  0.25000000  0.65740800  0.06633100  1
  Cu  Cu5  1  0.25000000  0.15740800  0.43366900  1
  Cu  Cu6  1  0.75000000  0.84259200  0.56633100  1
  Cu  Cu7  1  0.75000000  0.34259200  0.93366900  1
  Si  Si8  1  0.25000000  0.27130400  0.10921600  1
  Si  Si9  1  0.25000000  0.77130400  0.39078400  1
  Si  Si10  1  0.75000000  0.72869600  0.89078400  1
  Si  Si11  1  0.75000000  0.22869600  0.60921600  1
",0.0,-0.635787688,0.009264119,3.975532,6.557102,7.237398,90.0,90.0,90.0,4.808726932505082,10.0,12,62,3
mp-1487,AlNi,"# generated using pymatgen
data_AlNi
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.88790200
_cell_length_b   2.88790200
_cell_length_c   2.88790200
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlNi
_chemical_formula_sum   'Al1 Ni1'
_cell_volume   24.08503904
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.00000000  0.00000000  0.00000000  1
  Ni  Ni1  1  0.50000000  0.50000000  0.50000000  1
",0.0,-0.65880786,0.0,2.887902,2.887902,2.887902,90.0,90.0,90.0,5.906844592010392,8.0,2,221,6
mp-505680,Lu4Ge6Ru7,"# generated using pymatgen
data_Lu4Ge6Ru7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.19684951
_cell_length_b   7.19684951
_cell_length_c   7.19684951
_cell_angle_alpha   109.47122063
_cell_angle_beta   109.47122063
_cell_angle_gamma   109.47122063
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Lu4Ge6Ru7
_chemical_formula_sum   'Lu4 Ge6 Ru7'
_cell_volume   286.94943436
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Lu  Lu0  1  0.00000000  0.00000000  0.50000000  1
  Lu  Lu1  1  0.00000000  0.50000000  0.00000000  1
  Lu  Lu2  1  0.50000000  0.00000000  0.00000000  1
  Lu  Lu3  1  0.50000000  0.50000000  0.50000000  1
  Ge  Ge4  1  0.68586400  0.68586400  0.00000000  1
  Ge  Ge5  1  0.31413600  0.00000000  0.31413600  1
  Ge  Ge6  1  0.00000000  0.31413600  0.31413600  1
  Ge  Ge7  1  0.31413600  0.31413600  0.00000000  1
  Ge  Ge8  1  0.68586400  0.00000000  0.68586400  1
  Ge  Ge9  1  0.00000000  0.68586400  0.68586400  1
  Ru  Ru10  1  0.75000000  0.25000000  0.50000000  1
  Ru  Ru11  1  0.75000000  0.50000000  0.25000000  1
  Ru  Ru12  1  0.50000000  0.25000000  0.75000000  1
  Ru  Ru13  1  0.25000000  0.50000000  0.75000000  1
  Ru  Ru14  1  0.25000000  0.75000000  0.50000000  1
  Ru  Ru15  1  0.50000000  0.75000000  0.25000000  1
  Ru  Ru16  1  0.00000000  0.00000000  0.00000000  1
",0.0,-0.637444199,0.0,7.19684951,7.19684951,7.19684951,109.47122063,109.47122063,109.47122063,10.666347151099467,9.176470588235292,17,229,6
mp-3433,YMgNi4,"# generated using pymatgen
data_YMgNi4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.93634214
_cell_length_b   4.93634214
_cell_length_c   4.93634214
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   YMgNi4
_chemical_formula_sum   'Y1 Mg1 Ni4'
_cell_volume   85.05517868
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.00000000  0.00000000  0.00000000  1
  Mg  Mg1  1  0.25000000  0.25000000  0.25000000  1
  Ni  Ni2  1  0.62418100  0.62418100  0.12745800  1
  Ni  Ni3  1  0.62418100  0.12745800  0.62418100  1
  Ni  Ni4  1  0.12745800  0.62418100  0.62418100  1
  Ni  Ni5  1  0.62418100  0.62418100  0.62418100  1
",0.0,-0.388784251,0.0,4.93634214,4.936342139999999,4.93634214,59.99999999999999,59.99999999999999,59.99999999999999,6.7937282839541,13.333333333333334,6,216,6
mp-1079090,Er3Sn7,"# generated using pymatgen
data_Er3Sn7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   13.43013146
_cell_length_b   13.43013146
_cell_length_c   4.40965300
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   161.03356570
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Er3Sn7
_chemical_formula_sum   'Er3 Sn7'
_cell_volume   258.50399390
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Er  Er0  1  0.00000000  0.00000000  0.50000000  1
  Er  Er1  1  0.31054200  0.68945800  0.00000000  1
  Er  Er2  1  0.68945800  0.31054200  0.00000000  1
  Sn  Sn3  1  0.50000000  0.50000000  0.00000000  1
  Sn  Sn4  1  0.40237300  0.59762700  0.50000000  1
  Sn  Sn5  1  0.59762700  0.40237300  0.50000000  1
  Sn  Sn6  1  0.09648800  0.90351200  0.00000000  1
  Sn  Sn7  1  0.90351200  0.09648800  0.00000000  1
  Sn  Sn8  1  0.21085500  0.78914500  0.50000000  1
  Sn  Sn9  1  0.78914500  0.21085500  0.50000000  1
",0.0,-0.503973036,0.0,13.43013146,13.43013146,4.409653,90.0,90.0,161.03356569999997,8.561099682128441,9.2,10,65,3
mp-675638,Pr2PbS4,"# generated using pymatgen
data_Pr2PbS4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.57115249
_cell_length_b   7.57115249
_cell_length_c   7.57115249
_cell_angle_alpha   109.41294749
_cell_angle_beta   109.41294749
_cell_angle_gamma   109.58782989
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Pr2PbS4
_chemical_formula_sum   'Pr4 Pb2 S8'
_cell_volume   334.08943371
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pr  Pr0  1  0.62500000  0.00747600  0.88247600  1
  Pr  Pr1  1  0.99252400  0.87500000  0.61752400  1
  Pr  Pr2  1  0.12500000  0.74252400  0.11752400  1
  Pr  Pr3  1  0.25747600  0.37500000  0.38247600  1
  Pb  Pb4  1  0.50000000  0.50000000  0.00000000  1
  Pb  Pb5  1  0.75000000  0.25000000  0.50000000  1
  S  S6  1  0.36391800  0.11597100  0.09685800  1
  S  S7  1  0.36597100  0.11391800  0.59685800  1
  S  S8  1  0.73294000  0.63608200  0.75205300  1
  S  S9  1  0.88402900  0.98088700  0.24794700  1
  S  S10  1  0.51706000  0.76911300  0.40314200  1
  S  S11  1  0.88608200  0.48294000  0.25205300  1
  S  S12  1  0.23088700  0.63402900  0.74794700  1
  S  S13  1  0.01911300  0.26706000  0.90314200  1
",2.073,-1.879990173,0.026816572,7.57115249,7.57115249,7.57115249,109.41294749,109.41294749,109.58782989,6.136139897173744,6.857142857142857,14,122,4
